genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
brazilian rock,0.365645709,0.539629938,232033.5945,0.681826606,0.036947632,0.18655166,-8.968749944,0.114155902,121.9164362,0.67582002,44.87766272,9,1
v-pop,0.366,0.792,256227,0.492,6.92E-06,0.179,-10.642,0.0298,133.802,0.681,39,9,0
vietnamese bolero,0.366,0.792,256227,0.492,6.92E-06,0.179,-10.642,0.0298,133.802,0.681,39,9,0
vietnamese pop,0.366,0.792,256227,0.492,6.92E-06,0.179,-10.642,0.0298,133.802,0.681,39,9,0
trap argentino,0.366099634,0.778549451,276077.2198,0.67247619,0.000197692,0.11610696,-5.24592674,0.186960073,142.5558462,0.618025641,71.55677656,11,1
british comedy,0.366717857,0.7075,202915.75,0.532035714,0.001152109,0.158878571,-10.99292857,0.070907143,116.969,0.75425,35.92857143,7,1
proto-rap,0.368,0.893,357227,0.515,1.40E-06,0.117,-13.463,0.181,99.192,0.556,34,11,0
zydeco,0.368159464,0.602080357,179161.5714,0.607696429,0.017084713,0.242918393,-9.822291071,0.050269286,130.1081964,0.768771429,29.9,7,1
french indie pop,0.368586364,0.713545455,255712.0455,0.593863636,0.178400422,0.223990909,-9.861318182,0.03345,111.1609545,0.630227273,59.31818182,4,0
neo mellow,0.368673364,0.533730397,234894.4329,0.568678122,0.024778594,0.165106102,-8.017868844,0.047593938,120.6167256,0.438780025,52.85810507,0,1
indie r&b,0.369186705,0.650581809,227601.2291,0.512239885,0.034267933,0.192909412,-8.345307365,0.114449041,113.6260709,0.424797116,59.29558856,7,1
brazilian edm,0.369466667,0.814,189730.6667,0.588666667,0.004,0.1584,-6.197333333,0.042666667,122.3443333,0.398333333,72,11,1
indonesian indie,0.370633333,0.494666667,246685.3333,0.388666667,0.004283333,0.161633333,-11.09766667,0.029866667,120.185,0.344333333,65.33333333,2,1
cartoon,0.371942211,0.651599702,147950.2344,0.615891865,0.02680561,0.200353919,-8.526031994,0.156426761,115.4046228,0.698402282,40.12177579,7,1
regional mexican,0.372501961,0.680989405,204317.6924,0.624242456,0.014569293,0.154892592,-6.78537606,0.064836835,127.662426,0.808254495,48.7909637,7,1
martial industrial,0.373266667,0.379333333,247551.3333,0.547333333,0.343333333,0.226666667,-10.74733333,0.034633333,108.1663333,0.409,37.33333333,4,0
neofolk,0.373266667,0.379333333,247551.3333,0.547333333,0.343333333,0.226666667,-10.74733333,0.034633333,108.1663333,0.409,37.33333333,4,0
canadian country,0.374221656,0.60480725,214719.5947,0.576997841,0.005005701,0.158219494,-8.32660157,0.046945224,114.2239894,0.529452028,46.05876107,11,1
argentine hip hop,0.374233333,0.7816,302950.8,0.683866667,0.000273054,0.105886667,-5.058266667,0.170273333,136.4144,0.604666667,70.13333333,11,1
tamborazo,0.3745,0.587,173509.5,0.583666667,0.25725,0.131008333,-7.172416667,0.050333333,115.0896667,0.882166667,42.75,3,1
philly soul,0.374636618,0.591813485,272589.779,0.581527689,0.039835643,0.206145293,-9.791519096,0.058146046,117.4438327,0.652392422,34.2962161,0,1
grupera,0.375929945,0.656399094,206667.3011,0.595160745,0.013245984,0.161293407,-7.657166599,0.060723262,125.4886525,0.758435011,47.0399982,7,1
geek folk,0.37653,0.507333333,248702.3333,0.497,3.79E-05,0.094333333,-10.585,0.035033333,110.758,0.335,42.33333333,7,1
vallenato,0.376895263,0.663470809,269431.3427,0.615320579,0.008923165,0.142421706,-6.951904931,0.067401252,138.9396133,0.795463018,48.15575279,9,1
brazilian punk,0.377351682,0.582490842,269284.4652,0.641540293,0.017925713,0.311460806,-11.93535531,0.39085641,105.511815,0.605858974,35.79487179,7,1
bass music,0.377417143,0.560107143,235822.0357,0.560285714,0.383626679,0.128925,-8.830892857,0.150939286,128.645,0.298057143,51.42857143,6,1
electric blues,0.377974882,0.549646716,268773.1166,0.553307495,0.116355664,0.214696362,-10.6680917,0.055588337,119.9922368,0.629098105,34.05090922,7,1
float house,0.378205556,0.657702778,349384.0556,0.388277778,0.620611111,0.163227778,-14.05202778,0.050633333,113.6038889,0.327130556,49.02777778,1,1
neo r&b,0.378263772,0.649175439,294182.8158,0.48422807,0.014670803,0.170084211,-9.932666667,0.175557018,99.07281579,0.461355263,51.27192982,7,1
indie singer-songwriter,0.3787,0.5565,336723.25,0.5415,0.08062723,0.11475,-8.70075,0.0407,115.104,0.5435,43,2,1
belgian rock,0.37906,0.45975,200693.5,0.49625,0.46625,0.1585,-10.7325,0.033525,110.592,0.3105,51,2,1
banda,0.379498521,0.676274483,200277.5088,0.608886182,0.016456301,0.157500127,-6.965904892,0.066216614,129.6127562,0.813668929,47.56196715,7,1
venezuelan rock,0.380068,0.6133,235711.4,0.559308333,0.003820018,0.150328333,-8.420083333,0.062035,130.4052417,0.5659,44.525,9,1
piano rock,0.380080908,0.517630199,240919.8298,0.593051767,0.025791936,0.188464877,-7.783935572,0.051651759,124.2042964,0.446912978,46.74469982,7,1
hammond organ,0.38083272,0.608706349,256113.0421,0.592058968,0.598016861,0.159630423,-11.64346746,0.055674921,106.4942741,0.686729365,29.28174603,5,1
chinese indie rock,0.381,0.353,316160,0.686,0,0.0568,-9.103,0.0395,200.341,0.352,34,11,1
korean r&b,0.381374487,0.646602564,211179.7244,0.592641026,0.070065591,0.1428,-6.710974359,0.13743141,114.9861603,0.516717949,59.71794872,11,1
french rock,0.381433232,0.651500205,229070.6755,0.587181503,0.057614665,0.196051167,-9.960843829,0.067720417,118.1759869,0.671910476,46.0561769,11,1
instrumental soul,0.381694875,0.602435093,252408.7015,0.539434998,0.51866077,0.135658932,-11.0048414,0.047013537,115.3866399,0.607843631,32.98324068,10,1
deep soft rock,0.381745238,0.635308333,238587.5036,0.527932143,0.010251492,0.195239881,-12.29530714,0.049123571,104.9273167,0.646179762,34.97142857,11,1
freak folk,0.383281329,0.501681776,255673.7015,0.559604712,0.235090768,0.174662148,-9.984382773,0.046397442,118.2632547,0.444036948,45.45288563,7,1
irish pop,0.383490833,0.516083333,215026.3833,0.519516667,0.020282108,0.104826667,-10.16861667,0.062625,126.4703167,0.362966667,61.1,5,1
corrido,0.38351663,0.705808975,210707.6049,0.680424376,0.028828659,0.203605264,-6.526695331,0.081615798,116.1765893,0.763331667,53.16516491,9,1
spanish invasion,0.3836,0.499,156458.8,0.6188,9.68E-05,0.20408,-7.1958,0.04282,125.3304,0.6508,30.2,2,1
salsa colombiana,0.383773516,0.64920641,282147.5011,0.72914707,0.00975652,0.1867637,-7.642397436,0.041136685,134.0321311,0.81065696,42.65805861,7,1
japanese vgm,0.383782316,0.377674451,219814.0687,0.571768681,0.642282692,0.184615934,-10.36363462,0.052384615,112.920283,0.350659341,44.19230769,7,1
nashville indie,0.383843333,0.549133333,218046.2,0.7034,1.66E-05,0.187973333,-5.469666667,0.041253333,128.3458,0.395333333,57.2,7,1
pinoy reggae,0.384400529,0.551775132,259360.0397,0.490518519,0.005464753,0.151763228,-11.45716138,0.061802381,139.7651799,0.568029101,58.15079365,7,1
chanson paillarde,0.384492308,0.656692308,184328.1538,0.598076923,0.004805058,0.159330769,-8.422076923,0.049523077,120.9803077,0.724307692,42.07692308,9,0
kayokyoku,0.384925641,0.556525641,239784.4744,0.592448718,0.005224894,0.197621795,-9.440884615,0.037520513,111.0732179,0.573807692,40.03846154,9,1
lo-fi house,0.38545,0.7645,162371,0.275,0.9575,0.1681,-11.839,0.09135,83.185,0.383,69,7,1
memphis americana,0.385871111,0.518333333,231887.3333,0.476,0.008419011,0.124722222,-8.889777778,0.033266667,135.1768889,0.347822222,41.11111111,9,1
japanese folk,0.387523807,0.622579545,234229.7841,0.652715909,0.231011126,0.186107955,-7.630386364,0.066109091,124.9159432,0.587329545,36.78409091,2,1
nederpop,0.387546244,0.531598291,214028.1966,0.598775641,0.152420167,0.205449573,-9.779551282,0.136228632,112.1175983,0.599423077,34.82264957,7,1
latin talent show,0.38835625,0.603046875,229691.5156,0.660734375,0.001583869,0.308828125,-5.26725,0.068551563,121.8216719,0.706046875,51.59375,6,1
pinoy rock,0.388682765,0.512010417,268032.6433,0.501898174,0.020744094,0.174531223,-9.977582839,0.039522233,125.0301523,0.429609127,51.47258575,7,1
southampton indie,0.38875,0.4445,241937.8333,0.473333333,0.01023035,0.25275,-8.370916667,0.0428,117.8565833,0.280858333,45.58333333,11,1
canadian modern jazz,0.389,0.5485,257188.75,0.512,0.424368,0.1315,-7.75075,0.04175,112.777,0.32525,56.5,0,0
canadian celtic,0.389442272,0.534895671,228068.9407,0.649219975,0.022144517,0.196255003,-8.457804267,0.070508534,133.8507085,0.735601391,41.88091115,7,1
russian rock,0.390566587,0.516043651,240301.4048,0.532379762,0.020433106,0.181159921,-9.629765873,0.051145635,117.9269841,0.50925,37.54761905,7,0
outlaw country,0.393901456,0.5870413,221395.4716,0.520457298,0.026189773,0.198237912,-10.25836884,0.046401828,114.1707729,0.588018974,41.83166323,7,1
sleep,0.394785653,0.157706147,257706.6563,0.422789518,0.694819711,0.358640244,-20.96366471,0.064226443,74.1626574,0.075581736,55.85782503,1,1
banda carnavalera,0.395116667,0.669633333,202847.9472,0.6168,0.064354769,0.154707083,-6.227826389,0.052564444,142.0396333,0.909219444,48.60416667,7,1
uk worship,0.395638333,0.39125,302016,0.4735,0.002601146,0.256541667,-11.43229167,0.036033333,132.589125,0.3825125,47.45833333,5,1
modern salsa,0.39596373,0.643683596,294028.5322,0.690443558,2.84E-05,0.179227454,-7.589064078,0.059478228,111.1243005,0.807616525,47.653566,5,1
merengue,0.396428727,0.70656376,262518.3451,0.712361833,0.0178695,0.1534972,-8.103605128,0.079429435,134.3225049,0.847063208,37.57646024,5,1
deep talent show,0.396589259,0.55860582,204083.5079,0.580160582,0.000255047,0.104492593,-7.919997354,0.044368254,125.7173201,0.480037037,48.38359788,10,1
australian country,0.397838525,0.61007567,203355.5383,0.503802682,1.97E-05,0.139676437,-10.61034004,0.073435536,110.1057577,0.559136973,45.5210728,2,1
vancouver indie,0.398328633,0.521479167,285199.225,0.509475833,0.046594778,0.187859167,-11.283875,0.058615833,104.710425,0.376320833,42.525,6,1
viral pop,0.398960985,0.577038058,212696.267,0.55293709,0.009438805,0.151728144,-7.159334965,0.067607304,122.5570785,0.437850205,58.24384282,7,1
ohio indie,0.400255308,0.436615385,132875.9231,0.709615385,0.197587,0.2729,-7.969538462,0.042038462,113.4174615,0.462607692,38.38461538,9,1
motown,0.400267934,0.599799296,233938.2685,0.544205129,0.039429288,0.187505857,-10.3892755,0.056206814,117.2384119,0.670506252,35.47255864,7,1
modern folk rock,0.401639189,0.566804184,272826.0859,0.577959391,0.094886595,0.162348752,-8.656400501,0.049611081,118.0141272,0.511267705,50.23920272,11,1
cumbia andina mexicana,0.402141667,0.700158333,230538.0833,0.62325,0.001166093,0.137804167,-6.847325,0.055895,129.9029167,0.8669,49.23333333,7,1
japanese soundtrack,0.402296552,0.464789934,248939.6517,0.598404099,0.564004523,0.219025121,-9.395195298,0.072090039,117.3202916,0.343723764,48.60759494,11,1
french reggae,0.403015476,0.749857143,246584.95,0.530514286,0.013818961,0.145904762,-9.57022381,0.12292381,127.0496095,0.770092857,42.73333333,6,1
sound,0.403595863,0.163119974,200818.7606,0.727499063,0.787612287,0.442247884,-23.19733598,0.086293519,92.21736772,0.065687804,60.71031746,1,1
louvor,0.404,0.422,189093,0.364,0,0.206,-7.733,0.0264,107.268,0.216,42,5,1
polish blues,0.405,0.808,191853,0.356,0.00976,0.112,-9.921,0.0545,120.887,0.871,47,6,0
polish rock,0.405,0.808,191853,0.356,0.00976,0.112,-9.921,0.0545,120.887,0.871,47,6,0
chutney,0.405179101,0.656712698,280531.5615,0.678922693,0.052725629,0.170580981,-7.829885423,0.075109087,123.0002352,0.820639577,37.40910053,2,1
indy indie,0.405525,0.47025,256158.5,0.475833333,0.001039087,0.161466667,-7.437083333,0.028691667,118.2513333,0.261416667,51.5,7,1
folk rock,0.406114896,0.538828507,225532.6836,0.50827785,0.057720904,0.197810689,-11.22599842,0.052123827,119.0733077,0.588431058,35.13264363,7,1
griot,0.406333333,0.454444444,312378.5556,0.547888889,0.240414111,0.1103,-11.42433333,0.046611111,146.126,0.501222222,45.77777778,11,0
bubblegum pop,0.408227052,0.542668163,178818.2107,0.560675997,0.022839241,0.198420756,-10.07797798,0.054273886,120.0629477,0.665255568,35.83290634,7,1
jamgrass,0.40849377,0.583917017,270688.1713,0.586345045,0.154391667,0.216797472,-10.16486765,0.041328165,122.7428541,0.638278711,43.49733894,7,1
modern dream pop,0.408820405,0.535249862,250775.749,0.596948567,0.386813509,0.137330358,-8.953715427,0.037197135,124.7888733,0.462638953,49.22203857,2,1
language,0.409,0.502333333,201084.6667,0.070846667,1.91E-05,0.191,-21.77033333,0.481,140.825,0.331,25.33333333,11,0
latin worship,0.40926167,0.474927279,326538.1824,0.544549391,0.000356317,0.29965692,-7.72124869,0.038119308,126.2123179,0.306153913,50.47567368,11,1
memphis soul,0.409609802,0.596707069,228491.2295,0.42268409,0.11683033,0.168678896,-12.24382779,0.048959069,121.4558519,0.656465435,30.28734427,0,1
progressive psytrance,0.411,0.577,210867,0.436,0,0.107,-10.988,0.0275,163.928,0.442,39,2,1
reggaeton chileno,0.411,0.876,159132,0.568,0.00274,0.187,-5.755,0.0533,98.027,0.593,74,0,1
trap chileno,0.411,0.876,159132,0.568,0.00274,0.187,-5.755,0.0533,98.027,0.593,74,0,1
alternative country,0.412386542,0.528747721,251860.4558,0.523626424,0.056597352,0.180195978,-10.06680413,0.042479858,118.8613216,0.500289821,42.31812979,7,1
wassoulou,0.414,0.63675,306558.25,0.52625,0.1503,0.232,-9.17175,0.034925,118.65875,0.8185,54.25,7,1
classic soul,0.414830363,0.585302193,237530.0044,0.521527921,0.053517732,0.19027316,-10.68874601,0.054073028,118.2877982,0.661347824,35.06381801,7,1
brazilian soul,0.415185185,0.657903704,204683.5704,0.642062963,0.094544033,0.184174074,-8.764285185,0.05044,108.7739963,0.774877778,40.53703704,7,0
deep contemporary country,0.415212963,0.583777778,191142.3426,0.52275,1.10E-05,0.154355556,-10.66791667,0.031333333,122.7143333,0.585462963,31.2037037,9,1
musica para ninos,0.416,0.2245,121077,0.28051005,0.4045,0.192,-11.999,0.0165,64.429,0.4275,37.5,5,1
merseybeat,0.416140138,0.528571939,166170.2434,0.56295282,0.048028143,0.190059081,-9.613779172,0.054810182,121.2260033,0.672519176,34.00578032,7,1
pop chileno,0.417222222,0.464666667,241200.1111,0.493111111,5.35E-06,0.163088889,-8.912111111,0.039688889,137.6896667,0.264,48.55555556,2,0
cajun,0.417478571,0.507880952,174657.3571,0.566857143,0.043078408,0.186469048,-8.819642857,0.051204762,148.7726905,0.69452381,23.66666667,7,1
regional mexican pop,0.418728308,0.707885732,205642.3639,0.643348351,0.020539995,0.159771466,-5.663785247,0.06116218,126.5237973,0.817162377,56.16557497,7,1
irish country,0.418823889,0.441958333,194639.4167,0.568713889,0.041630381,0.249193056,-10.47822222,0.068963889,127.4261806,0.621652778,34.52777778,4,1
prog quebec,0.419,0.399,341254.3333,0.296333333,0.001123467,0.126633333,-17.01466667,0.0354,130.4466667,0.3,40,7,1
icelandic rock,0.419236825,0.34556746,339908.246,0.518940476,0.317678748,0.149175794,-8.553734127,0.072159921,122.6368611,0.26627381,55.59920635,11,1
latin christian,0.419256082,0.49953958,308127.001,0.533483467,0.004893845,0.294785699,-8.250993481,0.041411112,124.4650878,0.364182084,47.45355818,7,1
one-person band,0.419376795,0.546708571,200035.9429,0.675928571,0.110698438,0.290578571,-7.324761905,0.073258571,109.9181286,0.530064762,35.95714286,7,1
french pop,0.419800404,0.554641414,248682.399,0.536178788,0.052242495,0.195587795,-10.50226768,0.038661869,114.1832609,0.517913721,51.09175084,7,1
soul,0.420108395,0.60902008,248274.3592,0.511829103,0.061921961,0.183803275,-10.61869865,0.063215072,115.8896657,0.631385875,36.78617619,7,1
lilith,0.420119235,0.539035946,241393.4995,0.499009481,0.026490101,0.174084529,-10.01210625,0.045205407,119.4936453,0.453270979,45.21367772,9,1
zhongguo feng,0.420425,0.600326087,264881.7391,0.517369565,0.00933896,0.177621739,-7.51026087,0.031369565,131.939087,0.34073913,51.84782609,9,1
folclor afrocolombiano,0.4205,0.68025,240507.8333,0.713166667,0.026833837,0.259808333,-7.598583333,0.106091667,135.273,0.895083333,37.16666667,7,1
schlager,0.421,0.51,249539.75,0.471,0.0010875,0.25225,-12.3265,0.0336,114.53175,0.40575,54.25,3,1
indiecoustica,0.422230864,0.53492489,230964.632,0.499252658,0.022931913,0.156937056,-9.288671621,0.04144249,115.6311782,0.37428415,53.99772937,2,1
deep tech house,0.4223425,0.308722222,349403,0.451722222,0.5863,0.198638889,-13.04166667,0.038211111,128.4686667,0.342055556,34.83333333,2,0
garage punk blues,0.422423633,0.408653333,157600.2,0.893666667,0.4052434,0.262133333,-7.250666667,0.084086667,111.2494667,0.429373333,29.06666667,7,1
york indie,0.422916667,0.4175,221437.5,0.618833333,0.000190958,0.124216667,-8.597666667,0.039516667,107.281,0.4225,52.66666667,6,1
dark cabaret,0.423578571,0.546285714,263612.1429,0.634642857,0.145971974,0.252157143,-7.800571429,0.083371429,128.8907143,0.526685714,43.85714286,7,0
modern old-time,0.423633333,0.514375,231748.625,0.681416667,2.20E-05,0.250316667,-7.170166667,0.0696875,135.461,0.776208333,43.91666667,0,1
cantautor,0.423851294,0.547389909,238281.3515,0.539493271,0.008777349,0.242115416,-10.23171687,0.087380074,121.2681908,0.51811033,51.63807739,7,1
devon indie,0.424,0.591,201072,0.415,0.000299,0.111,-6.936,0.0437,90.483,0.197,51,6,1
idaho indie,0.424153071,0.410269231,268352.3077,0.578365385,0.535040013,0.160392308,-7.384423077,0.039438462,102.5192308,0.309057692,45.92307692,1,1
post-rock,0.424822672,0.371585,333990.0831,0.448685504,0.638646057,0.172895782,-13.451474,0.052547499,110.2960601,0.215736668,43.77381687,2,1
karadeniz halk muzigi,0.426,0.285,220373,0.539,0.239,0.0675,-12.989,0.0437,90.413,0.551,33,9,0
mexican classic rock,0.426121806,0.537231712,210368.4758,0.56772125,0.105886896,0.164822128,-10.76978896,0.053191004,126.6206391,0.693290313,33.35418974,7,1
folk-pop,0.426217465,0.562232991,217179.0168,0.520071897,0.036664076,0.141512805,-9.061073445,0.049648907,114.4765999,0.399975897,55.90471525,0,1
indie jazz,0.426372878,0.62767742,311747.9729,0.506132142,0.279668009,0.154322137,-10.82196979,0.070554687,111.0204326,0.50119695,45.98291736,5,1
irish dance,0.429,0.32575,271206.5,0.51975,0.390135,0.1132,-13.6935,0.039925,135.26975,0.21525,42.25,2,1
abstract beats,0.4301,0.628875,221360.875,0.519,0.347376633,0.1154875,-8.423375,0.112275,109.604,0.4824,57.5,7,1
southern soul,0.430171635,0.598981184,225759.1443,0.498168151,0.041419843,0.186680336,-10.86396695,0.056539331,118.19607,0.665729256,33.8852834,7,1
swedish soul,0.4302875,0.615125,229949.625,0.4015,0.017012912,0.1071375,-9.773625,0.0850625,138.1995,0.447625,64.875,10,1
stomp and holler,0.43076798,0.536352495,238198.5649,0.550551073,0.074286619,0.160068722,-8.990261973,0.046342749,117.7911035,0.446294176,50.90636418,7,1
bedroom pop,0.433302457,0.617113187,196323.7928,0.466526225,0.100288498,0.15659221,-10.01282831,0.064401219,110.7199842,0.460895634,63.34538563,9,1
japanese jazz,0.434558712,0.560892424,264664.8174,0.462438106,0.448996766,0.129663182,-13.74633409,0.040516667,115.4100735,0.628602348,27.45075758,7,1
hauntology,0.434666667,0.336333333,275673.6667,0.368366667,0.6080056,0.082766667,-16.31833333,0.0392,104.2953333,0.3073,41.33333333,3,1
comic,0.435317575,0.591415269,224818.1942,0.680509101,0.027938572,0.366673162,-8.758399081,0.290677058,119.7275613,0.560006507,40.14299895,2,1
blackgaze,0.43655,0.337,390963.25,0.4115,0.695965,0.31075,-11.84925,0.034175,93.08375,0.175475,47.5,5,1
folklore argentino,0.436825,0.52125,262145.125,0.421725,0.009122619,0.3985625,-12.235275,0.0920725,102.5396,0.4165,40.275,4,1
traditional soul,0.4371485,0.49065,204007.175,0.621525,0.010382629,0.1782525,-7.07225,0.051985,127.581975,0.634625,37.35,7,1
deep new americana,0.437473996,0.546313361,238744.6329,0.538749011,0.043529277,0.165445962,-8.688551562,0.048894496,114.2250444,0.483935181,50.32245528,7,1
nerdcore,0.43775,0.53,348091.5,0.7295,0.2585,0.1925,-6.4855,0.1335,98.351,0.387,47.5,2,1
porro,0.43875,0.694625,235007.75,0.64475,0.000262,0.1893875,-5.976125,0.0968875,116.71125,0.877875,38.75,9,0
dub techno,0.4395925,0.482375,337381.5833,0.3999,0.670916667,0.159783333,-16.63075,0.043833333,121.32425,0.2946875,41.75,5,1
texas blues,0.441051235,0.564686669,235611.8653,0.539334534,0.077653637,0.196797623,-10.36136103,0.069832224,124.5149869,0.661088133,31.41816863,9,1
veracruz indie,0.4412,0.6748,240453.3,0.5327,4.71E-05,0.17894,-7.4873,0.04074,116.8701,0.6609,61.9,0,1
northern soul,0.44158716,0.588542339,180999.0751,0.567478416,0.013525092,0.192739318,-10.03305352,0.056271485,118.1215651,0.708683459,35.73729259,1,1
deep motown,0.442633333,0.549666667,157893.3333,0.543666667,0.129500345,0.278166667,-9.204333333,0.033766667,119.5651667,0.824166667,14.5,11,1
japanese chillhop,0.443219971,0.720711494,147882.075,0.432975575,0.55812154,0.142196624,-10.46909641,0.143755733,106.2185115,0.554645977,63.3362069,6,1
bedroom soul,0.443891048,0.656895184,211007.0565,0.457472335,0.014609208,0.16736186,-8.244670766,0.083551809,112.5300671,0.488122808,57.33405032,9,1
anti-folk,0.444034515,0.494876122,230411.3907,0.526886643,0.119980001,0.177476243,-9.76673269,0.054572027,119.6249088,0.482306723,43.34292446,7,1
kc indie,0.445654671,0.421125,292558.7917,0.587208333,0.082036214,0.163829167,-7.861916667,0.053725,128.097125,0.393083333,52.16666667,1,1
buffalo ny indie,0.4461,0.4807,279151.2,0.5058,0.00148002,0.13141,-10.461,0.072935,132.40915,0.27685,47.6,2,1
jazz funk,0.446268887,0.587361391,320916.332,0.512632193,0.330238605,0.163870336,-12.43380992,0.061092035,111.5794769,0.614941867,31.34270703,5,1
austin americana,0.446467857,0.565690476,288128.5595,0.586011905,0.00981164,0.243864286,-7.474904762,0.077404762,117.988381,0.484785714,48.91666667,7,1
afropop,0.447009587,0.615556369,328800.5591,0.535131849,0.141643797,0.162595061,-11.37633371,0.061065095,114.5089489,0.640481509,45.14623798,7,1
pagode,0.448297922,0.61971896,217219.2306,0.575358665,0.040993756,0.204779386,-10.32372984,0.071160514,114.0285342,0.73972271,44.60843985,7,1
nouvelle chanson francaise,0.448406667,0.693633333,223425.6667,0.588366667,0.145513053,0.14941,-10.17608333,0.04799,122.1472833,0.706466667,48.05,4,1
outsider house,0.448983333,0.492925,351045,0.399333333,0.865166667,0.0993,-13.20375,0.03515,121.2138333,0.227425,44.58333333,1,1
portland hip hop,0.449129137,0.588475893,286113.0268,0.537942024,0.15233823,0.211560893,-9.955188988,0.134181637,114.7170836,0.39278378,31.31994048,0,1
mbalax,0.450266667,0.487833333,331115.3333,0.482666667,0.144830497,0.1753,-10.48583333,0.031383333,143.3528333,0.523666667,44.66666667,9,0
afghan pop,0.4504,0.696833333,301078.0833,0.672166667,0.00147285,0.098670833,-7.560708333,0.0802,113.1881667,0.808291667,38.625,7,1
desert blues,0.45076,0.50924,335645.88,0.49692,0.18593332,0.166972,-11.25112,0.039656,140.38648,0.5134,54.72,7,1
vapor pop,0.451145,0.577679487,228888.8846,0.529833333,0.080450404,0.135321795,-8.59074359,0.056228205,119.7218205,0.407982051,58.12820513,9,1
swamp pop,0.451165298,0.596745186,192629.4483,0.546808948,0.034549746,0.199857616,-9.61416944,0.046341643,122.2167725,0.742045761,28.11556777,11,1
puerto rican pop,0.452042594,0.538540841,242785.7482,0.589214334,0.004308298,0.190708926,-7.994751849,0.051706502,111.787094,0.528997579,53.32968609,1,1
kent indie,0.45224,0.4365,170549,0.457,0.00081,0.1815,-9.4145,0.031,132.1425,0.262,53.5,4,1
irish hip hop,0.4528625,0.706625,211919.125,0.549375,6.54E-05,0.1677375,-6.986125,0.10265,129.795125,0.470425,68.5,2,1
jazz organ,0.454134073,0.613638722,289157.0825,0.546375476,0.464378403,0.174680576,-11.44953058,0.048463484,109.0241685,0.668403634,28.13546366,10,1
jovem guarda,0.454640541,0.585558559,204379.9505,0.584850225,0.059837092,0.146021959,-8.942567568,0.042926914,123.9651137,0.763756757,41.48310811,11,1
deep christian rock,0.454665729,0.518194486,269447.7417,0.385224812,0.044568723,0.195601842,-12.61524223,0.033658521,109.0764509,0.357650877,31.24210526,7,1
brega,0.45487684,0.530548701,209199.3139,0.49816461,0.018202355,0.196241721,-9.88678355,0.049770617,111.8537927,0.588561688,37.9215368,2,1
wonky,0.455714103,0.546455128,262877.1667,0.544557692,0.261641397,0.1976,-9.193942308,0.120202564,111.3437885,0.335785897,51.70512821,6,0
scottish singer-songwriter,0.45626266,0.567128788,209147.5303,0.557038215,0.043513444,0.125072643,-9.914882155,0.045695034,105.6111035,0.536705051,50.01178451,7,1
accordion,0.457,0.605125,167024.125,0.419125,0.083489288,0.1842625,-12.979125,0.0687875,116.140875,0.6385,23.75,7,1
roots worship,0.458338147,0.472589683,277729.352,0.441807595,0.003704053,0.158982628,-9.913690355,0.03999534,115.8538402,0.309957097,47.10579806,7,1
minimal tech house,0.458505556,0.667222222,301965.8889,0.557333333,0.269924444,0.280222222,-10.31655556,0.052622222,124.974,0.506911111,48.33333333,11,1
toronto indie,0.460363319,0.530092361,247903.684,0.410282292,0.144113581,0.139681528,-13.13224028,0.037019028,110.2726132,0.342388889,45.58402778,7,1
belly dance,0.460853389,0.607109914,475274.757,0.583263304,0.22887997,0.193244504,-10.20185651,0.063561498,130.2732032,0.618948147,34.72663921,8,1
mangue bit,0.462269737,0.666026316,206834.7961,0.607078947,0.003111555,0.162359211,-8.946743421,0.087094079,103.8659605,0.718401316,46.16447368,7,1
folktronica,0.463203167,0.553791667,278052.0333,0.530366667,0.295000755,0.201110833,-10.14560833,0.043471667,113.021225,0.3786875,49.53333333,9,1
peruvian rock,0.46352381,0.552380952,245801.8571,0.736428571,0.001844617,0.129071429,-8.03647619,0.057709524,133.1206667,0.745619048,44.66666667,9,1
desi pop,0.464199658,0.638178533,290285.365,0.558959988,0.091618998,0.169837293,-9.70003416,0.096333345,109.767573,0.652201735,34.9719331,7,1
swamp blues,0.465353114,0.650395604,212724.4029,0.489952381,0.059160037,0.171826374,-10.24115751,0.045634799,115.6140073,0.806992674,30.57509158,11,1
icelandic pop,0.466725194,0.481391117,313597.1011,0.395659799,0.279730097,0.22150304,-12.27110426,0.04099669,114.4544692,0.231588805,45.83356227,7,1
belgian indie,0.467,0.56425,286366.5,0.68875,0.48625,0.1002,-8.1715,0.036225,129.002,0.506,46.5,10,1
canadian post-rock,0.467492267,0.149133333,679198.1333,0.5584,0.806933333,0.12492,-10.8606,0.059,100.1956667,0.057513333,44.13333333,11,0
outsider,0.467762989,0.513790605,219160.727,0.47296636,0.202999777,0.173991368,-13.74463424,0.102867912,119.4962732,0.503561993,28.80245826,3,1
chamber pop,0.467916633,0.522096899,247925.9647,0.497489131,0.147290094,0.162628918,-10.25581386,0.044050599,119.2167901,0.402260166,50.7078053,7,1
michigan indie,0.468,0.527,297237.5,0.7795,0.02005695,0.13675,-9.392,0.1412,109.7695,0.585,35,2,1
south african alternative,0.468958333,0.786083333,211137.3333,0.5875,0.077126275,0.249916667,-7.575166667,0.08535,130.0015833,0.357833333,56.83333333,3,1
